Majority protein IDs- with isoform information,Replicate,Ratio H/L 1,Ratio H/L 2,Ratio H/L 3,Ratio H/L 4,Ratio H/L 5,Ratio H/L 6,Ratio H/L 7,Ratio H/L 8,Ratio H/L 9,Ratio H/L 10,Ratio H/L 11,Ratio H/L 12,Ratio H/L 13,Ratio H/L 14,Ratio H/L 15,Ratio H/L 16,Ratio H/L 17,Ratio H/L 18,Ratio H/L 19,Ratio H/L 20,Ratio H/L 21,Ratio H/L 22,Ratio H/L 23,Ratio H/L 24,Ratio H/L 25,Ratio H/L 26,Ratio H/L 27,Ratio H/L 28,Ratio H/L 29,Ratio H/L 30,Ratio H/L 31,Ratio H/L 32,Ratio H/L 33,Ratio H/L 34,Ratio H/L 35,Ratio H/L 36,Ratio H/L 37,Ratio H/L 38,Ratio H/L 39,Ratio H/L 40,Ratio H/L 41,Ratio H/L 42,Ratio H/L 43,Ratio H/L 44,Ratio H/L 45,Ratio H/L 46,Ratio H/L 47,Ratio H/L 48,Ratio H/L 49,Ratio H/L 50,Ratio H/L 51,Ratio H/L 52,Ratio H/L 53,Ratio H/L 54,Ratio H/L 55
Q8NEF9,2,NaN,NaN,NaN,NaN,NaN,NaN,1.2412,4.7663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8NEJ9-2,2,NaN,NaN,NaN,NaN,5.1352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8NEM2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4767,1.7064,0.97479,1.2571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8NFC6,2,NaN,1.3662,2.3735,2.7658,2.3902,1.7815,2.165,1.8257,1.6201,1.2898,1.704,1.1907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0099,NaN,NaN,NaN,3.8613,1.2496,5.0825,NaN,NaN,NaN,NaN,NaN,0.97314,NaN,NaN,1.7358,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8NFH3,2,NaN,0.21299,0.53859,NaN,NaN,0.32586,NaN,NaN,NaN,0.36106,NaN,0.45514,0.61125,0.93059,0.75869,0.58811,NaN,NaN,0.33374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.78993,0.7176,NaN,0.65036,NaN,NaN,0.48222,NaN,0.73699,NaN,NaN,NaN,NaN,NaN,1.4101,2.3428,2.7525,2.41,2.4926,2.1631,1.6445,NaN,NaN,NaN
Q8NFW8,2,NaN,NaN,1.5128,2.3381,3.3607,1.9694,1.1821,NaN,1.2582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8NG08,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.49851,NaN,0.95389,0.82891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8NG68,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8NHG8,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8NI08-7,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.92896,NaN,1.7563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8NI27,2,NaN,6.6747,4.7988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8NI36,2,NaN,3.7049,4.09,2.3311,2.9862,4.395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8TAE8,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9864,2.6336,2.5484,1.7634,1.6711,2.6032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8TAP6,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.1253,4.3462,3.3949,1.8953,NaN,NaN,NaN,NaN,NaN
Q8TAP9,2,NaN,NaN,NaN,2.5317,NaN,1.9066,NaN,2.4955,2.3676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8TAQ2,2,NaN,NaN,5.9926,7.6981,3.4404,1.1996,1.2034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8TAT6,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5183,2.7476
Q8TB52,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2619,NaN,NaN,NaN,NaN,NaN,0.9811,1.193,0.96236,NaN,1.0788,1.1596,1.0109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8TBB5-3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0432,NaN
Q8TBC4,2,0.23273,NaN,NaN,NaN,NaN,0.13149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.23217,0.25387,NaN,NaN,NaN,0.31588,NaN,NaN,0.31741,0.43587,0.44788,NaN,0.46893,0.55218,0.7525,0.70147,0.75756,0.81969,NaN,2.4894,3.8613,3.6921,2.7244,4.6968
Q8TBF4,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8TBX8-3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7768,NaN,3.952,2.4494,2.6506,4.6085,1.9732,NaN
Q8TBZ6,2,NaN,0.17338,NaN,NaN,NaN,0.37789,NaN,0.32104,NaN,0.2,NaN,0.23367,NaN,0.14978,0.12175,0.13395,0.12291,0.21992,0.14904,0.42491,NaN,0.15973,0.18421,NaN,0.24898,0.26511,0.30207,NaN,NaN,NaN,NaN,0.33972,0.38454,0.45237,0.54014,0.5933,0.6057,0.71288,0.90643,1.1097,1.2016,NaN,1.9183,1.6852,4.254,7.1915,6.0918,7.836,9.9612,6.0039,NaN,NaN,NaN,NaN,NaN
Q8TC07-2,2,0.32568,0.74558,1.3691,0.83732,NaN,0.57396,NaN,NaN,0.39552,NaN,NaN,NaN,0.3171,0.37765,NaN,NaN,NaN,0.34704,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.38314,NaN,NaN,NaN,NaN,0.39316,0.7515,NaN,NaN,0.45285,0.65272,0.51682,0.37641,0.64778,0.91837,0.8035,0.73092,1.6862,0.85102,0.86286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8TCA0,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7983
Q8TCS8,2,NaN,0.16606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.20746,0.97189,NaN,0.37484,0.27471,0.34619,0.35437,NaN,0.3274,0.47167,NaN,NaN,0.94282,0.30779,0.92776,1.2891,1.3365,NaN,1.1167,NaN,NaN,0.5301,0.50265,NaN,NaN,0.41049,0.74034,1.0999,1.834,2.5015,3.1358,4.2497,4.5725,7.1169,6.1909,4.0475,2.837,2.201,3.3329,1.7458,1.1415,NaN,NaN,NaN,NaN
Q8TCT8,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8TD16,2,NaN,0.30653,0.64433,0.7714,0.40805,0.29603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.30879,0.39521,0.67604,0.64014,1.1092,2.3116,2.1576,2.6495,1.7488,1.1792,1.2061,NaN,NaN,0.59936,0.51102,NaN,NaN,NaN,1.0443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8TD19,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0509,NaN,NaN,NaN,0.82623,NaN,1.401,NaN,NaN,0.85606,NaN,0.92138,NaN,1.5057,1.8646,1.5523,1.4892,2.1428,2.4236,1.8518,1.2399,NaN,NaN,NaN,1.6027,1.6745,1.7768,NaN,1.5427,0.79983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8TD55,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3894,3.2719,NaN,NaN,1.8156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8TDD1,2,NaN,NaN,NaN,2.0556,2.3954,1.7589,NaN,1.8329,NaN,NaN,NaN,1.1322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8TDH9,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4758,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8TDN6,2,NaN,NaN,6.4507,16.334,14.125,8.8758,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8TDP1-2,2,0.042849,0.21544,0.48797,0.51618,0.28775,0.23071,0.20336,0.20718,0.2118,0.20603,0.1892,0.17936,0.19538,0.23618,0.19241,0.19071,0.21628,0.19799,0.21238,0.21787,0.21115,0.27632,0.23963,0.24438,0.22762,0.2319,0.26474,0.22413,0.23889,0.2838,0.23986,0.24432,0.26539,0.28324,0.3416,0.31626,0.31215,0.33521,0.39353,0.41462,0.44198,0.41891,0.48647,0.52502,0.60716,0.80448,1.2171,2.1312,2.5949,3.8227,2.5401,2.176,1.9031,2.1543,1.7816
Q8TDQ7-3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.63371,NaN,1.079,NaN,1.6415,NaN,5.8049,3.1813,4.8294,3.0606,NaN,NaN,4.5555,NaN,NaN
Q8TDZ2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4674,7.5002,2.1917,1.3004,1.6939,NaN,NaN
Q8TEA8,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.17201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6814,2.6315,3.2661,3.1208,3.4307,2.6299,NaN,NaN,NaN
Q8TEB1-2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.91934,1.124,1.181,1.2212,1.2076,1.2758,NaN,NaN,NaN,1.0868,NaN,0.90605,1.1426,1.9353,1.2642,1.3301,1.3125,1.2622,1.1269,NaN,1.1679,NaN,NaN,NaN,0.61053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8TEQ6,2,NaN,NaN,1.6551,1.0024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.48042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8TEX9,2,0.257,0.66272,0.92717,0.81467,0.56109,0.45533,0.43975,0.42831,0.56004,0.3911,0.50597,0.46992,0.82309,0.38308,0.32112,0.28759,0.30349,0.29991,0.28157,0.29675,0.45809,0.37447,0.33738,NaN,NaN,NaN,NaN,0.32834,0.62478,0.44273,NaN,0.40381,0.55141,0.51909,0.61018,0.5318,0.53126,0.55006,0.61495,0.66064,0.67774,0.74338,0.78897,0.86194,0.97725,1.2525,1.2424,1.3349,1.7798,1.311,1.1489,0.95389,0.77926,NaN,NaN
Q8TF01,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1006,0.82135,NaN,6.9192,3.2971,3.5477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8TF05-2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.84432,NaN,NaN,0.9494,1.1246,1.1971,1.1851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8WTS6,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.64,5.6137
Q8WTW3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.51716,0.20411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8WU90,2,NaN,NaN,0.84119,2.0236,2.0606,1.6275,1.2616,2.2569,1.1729,2.3998,1.6342,1.2578,0.61186,0.32465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3652,1.7967,1.2024,0.96196,NaN,NaN,NaN,NaN,NaN,NaN
Q8WUA2,2,NaN,NaN,NaN,1.8095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.73395,NaN,NaN,NaN,NaN,NaN,NaN,1.2078,0.9709,1.5995,2.1418,0.5598,1.3483,0.99365,1.1292,NaN,NaN,NaN,NaN,NaN,NaN,0.75972,NaN,1.3376,0.74092,2.0239,1.3086,0.73783,2.96,1.7017,NaN
Q8WUA4,2,NaN,NaN,NaN,NaN,2.5674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8WUM4,2,0.47916,1.1988,1.8107,1.1671,0.9545,0.78451,0.7774,0.65108,0.61254,0.45626,0.48936,0.48167,0.40766,0.41362,0.41697,0.41244,0.39696,0.38741,0.32721,0.39166,0.33929,0.40682,0.32205,0.47047,0.36428,0.44788,0.51883,0.51765,0.42195,0.42421,0.5226,0.48815,0.45389,0.55557,0.66606,0.59043,0.61329,0.63879,0.72421,0.67802,0.77146,0.82879,0.71018,0.93659,0.97467,1.2792,1.1301,1.6018,1.8196,2.7738,3.1846,4.7247,5.2381,3.7058,5.2106
Q8WUX9,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1773
Q8WVB3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8WVB6,2,NaN,NaN,NaN,0.89338,NaN,NaN,0.60961,0.89862,0.65466,0.75172,0.81113,0.39961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5273,NaN,NaN,NaN,NaN,0.86779,0.525,NaN,0.86978,0.99876,0.71849,NaN,0.9115,0.91249,0.82416,0.7175,0.71342,0.70771,0.65341,0.70526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8WVC0,2,NaN,0.3633,NaN,NaN,NaN,NaN,NaN,0.65979,NaN,0.97445,NaN,2.4179,3.1277,4.0414,3.6073,3.203,2.2924,1.8073,1.4581,1.271,0.74068,0.67973,0.57933,0.57387,0.39129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.15937,0.19044,NaN,0.19282,0.1902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8WVK2,2,NaN,NaN,NaN,3.4984,7.0187,5.0007,5.0201,4.0762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8WVL7,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3866,2.6077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8WVM0,2,NaN,NaN,2.4813,3.1968,2.6096,1.1887,NaN,2.3011,3.1224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
